"Name","ID","DisplayName","Group","Enabled","Profile","Platform","Direction","Action","EdgeTraversalPolicy","LSM","PrimaryStatus","Status","EnforcementStatus","PolicyStoreSourceType","Caption","Description","ElementName","InstanceID","CommonName","PolicyKeywords","PolicyDecisionStrategy","PolicyRoles","ConditionListType","CreationClassName","ExecutionStrategy","Mandatory","PolicyRuleName","Priority","RuleUsage","SequencedActions","SystemCreationClassName","SystemName","DisplayGroup","LocalOnlyMapping","LooseSourceMapping","Owner","Platforms","PolicyStoreSource","Profiles","RuleGroup","StatusCode","PSComputerName"
"RVM-VDS-In-TCP","RVM-VDS-In-TCP","Remote Volume Management - Virtual Disk Service (RPC)","@FirewallAPI.dll,-34501","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34502","RVM-VDS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDS-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-34501","65536",
"RVM-VDSLDR-In-TCP","RVM-VDSLDR-In-TCP","Remote Volume Management - Virtual Disk Service Loader (RPC)","@FirewallAPI.dll,-34501","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Remote Volume Management - Virtual Disk Service Loader to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-34504","RVM-VDSLDR-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-VDSLDR-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-34501","65536",
"RVM-RPCSS-In-TCP","RVM-RPCSS-In-TCP","Remote Volume Management (RPC-EPMAP)","@FirewallAPI.dll,-34501","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for Remote Volume Management.","@FirewallAPI.dll,-34506","RVM-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RVM-RPCSS-In-TCP","2",,"",,,"3","","","Remote Volume Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-34501","65536",
"FPS-NB_Session-In-TCP","FPS-NB_Session-In-TCP","File and Printer Sharing (NB-Session-In)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28503","FPS-NB_Session-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Session-Out-TCP","FPS-NB_Session-Out-TCP","File and Printer Sharing (NB-Session-Out)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Session Service connections. [TCP 139]","@FirewallAPI.dll,-28507","FPS-NB_Session-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Session-Out-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-In-TCP","FPS-SMB-In-TCP","File and Printer Sharing (SMB-In)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28511","FPS-SMB-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-SMB-Out-TCP","FPS-SMB-Out-TCP","File and Printer Sharing (SMB-Out)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow Server Message Block transmission and reception via Named Pipes. [TCP 445]","@FirewallAPI.dll,-28515","FPS-SMB-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SMB-Out-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-In-UDP","FPS-NB_Name-In-UDP","File and Printer Sharing (NB-Name-In)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28519","FPS-NB_Name-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-In-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Name-Out-UDP","FPS-NB_Name-Out-UDP","File and Printer Sharing (NB-Name-Out)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Name Resolution. [UDP 137]","@FirewallAPI.dll,-28523","FPS-NB_Name-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Name-Out-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-In-UDP","FPS-NB_Datagram-In-UDP","File and Printer Sharing (NB-Datagram-In)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28527","FPS-NB_Datagram-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-In-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-NB_Datagram-Out-UDP","FPS-NB_Datagram-Out-UDP","File and Printer Sharing (NB-Datagram-Out)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow NetBIOS Datagram transmission and reception. [UDP 138]","@FirewallAPI.dll,-28531","FPS-NB_Datagram-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-NB_Datagram-Out-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-SpoolSvc-In-TCP","FPS-SpoolSvc-In-TCP","File and Printer Sharing (Spooler Service - RPC)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow the Print Spooler Service to communicate via TCP/RPC.","@FirewallAPI.dll,-28535","FPS-SpoolSvc-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-SpoolSvc-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-RPCSS-In-TCP","FPS-RPCSS-In-TCP","File and Printer Sharing (Spooler Service - RPC-EPMAP)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the Spooler Service.","@FirewallAPI.dll,-28539","FPS-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-RPCSS-In-TCP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP4-ERQ-In","FPS-ICMP4-ERQ-In","File and Printer Sharing (Echo Request - ICMPv4-In)","@FirewallAPI.dll,-28502","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28543","FPS-ICMP4-ERQ-In",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP4-ERQ-In","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP4-ERQ-Out","FPS-ICMP4-ERQ-Out","File and Printer Sharing (Echo Request - ICMPv4-Out)","@FirewallAPI.dll,-28502","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28544","FPS-ICMP4-ERQ-Out",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP4-ERQ-Out","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP6-ERQ-In","FPS-ICMP6-ERQ-In","File and Printer Sharing (Echo Request - ICMPv6-In)","@FirewallAPI.dll,-28502","True","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28545","FPS-ICMP6-ERQ-In",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP6-ERQ-In","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-ICMP6-ERQ-Out","FPS-ICMP6-ERQ-Out","File and Printer Sharing (Echo Request - ICMPv6-Out)","@FirewallAPI.dll,-28502","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Echo Request messages are sent as ping requests to other nodes.","@FirewallAPI.dll,-28546","FPS-ICMP6-ERQ-Out",,,"2",,"3","MSFT|FW|FirewallRule|FPS-ICMP6-ERQ-Out","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-LLMNR-In-UDP","FPS-LLMNR-In-UDP","File and Printer Sharing (LLMNR-UDP-In)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for File and Printer Sharing to allow Link Local Multicast Name Resolution. [UDP 5355]","@FirewallAPI.dll,-28548","FPS-LLMNR-In-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-LLMNR-In-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"FPS-LLMNR-Out-UDP","FPS-LLMNR-Out-UDP","File and Printer Sharing (LLMNR-UDP-Out)","@FirewallAPI.dll,-28502","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for File and Printer Sharing to allow Link Local Multicast Name Resolution. [UDP 5355]","@FirewallAPI.dll,-28550","FPS-LLMNR-Out-UDP",,,"2",,"3","MSFT|FW|FirewallRule|FPS-LLMNR-Out-UDP","2",,"",,,"3","","","File and Printer Sharing","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28502","65536",
"MsiScsi-In-TCP","MsiScsi-In-TCP","iSCSI Service (TCP-In)","@FirewallAPI.dll,-29002","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29003","MsiScsi-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-In-TCP","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29002","65536",
"MsiScsi-Out-TCP","MsiScsi-Out-TCP","iSCSI Service (TCP-Out)","@FirewallAPI.dll,-29002","False","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for the iSCSI Service to allow communications with an iSCSI server or device. [TCP]","@FirewallAPI.dll,-29007","MsiScsi-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|MsiScsi-Out-TCP","2",,"",,,"3","","","iSCSI Service","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29002","65536",
"RemoteEventLogSvc-In-TCP","RemoteEventLogSvc-In-TCP","Remote Event Log Management (RPC)","@FirewallAPI.dll,-29252","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the local Event Log service to be remotely managed via RPC/TCP.","@FirewallAPI.dll,-29253","RemoteEventLogSvc-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteEventLogSvc-In-TCP","2",,"",,,"3","","","Remote Event Log Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29252","65536",
"RemoteEventLogSvc-NP-In-TCP","RemoteEventLogSvc-NP-In-TCP","Remote Event Log Management (NP-In)","@FirewallAPI.dll,-29252","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the local Event Log service to be remotely managed over Named Pipes.","@FirewallAPI.dll,-29257","RemoteEventLogSvc-NP-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteEventLogSvc-NP-In-TCP","2",,"",,,"3","","","Remote Event Log Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29252","65536",
"RemoteEventLogSvc-RPCSS-In-TCP","RemoteEventLogSvc-RPCSS-In-TCP","Remote Event Log Management (RPC-EPMAP)","@FirewallAPI.dll,-29252","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the RPCSS service to allow RPC/TCP traffic for the local Event Log Service.","@FirewallAPI.dll,-29265","RemoteEventLogSvc-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|RemoteEventLogSvc-RPCSS-In-TCP","2",,"",,,"3","","","Remote Event Log Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-29252","65536",
"SLBM-MUX-IN-TCP","SLBM-MUX-IN-TCP","Software Load Balancer Multiplexer (TCP-In)","@%SystemRoot%\system32\firewallapi.dll,-36902","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"The Software Load Balancer Multiplexer enables TCP communication to the Network Controller. [TCP]","@%SystemRoot%\system32\firewallapi.dll,-36903","SLBM-MUX-IN-TCP",,,"2",,"3","MSFT|FW|FirewallRule|SLBM-MUX-IN-TCP","2",,"",,,"3","","","Software Load Balancer","False","False",,"System.String[]","PersistentStore","0","@%SystemRoot%\system32\firewallapi.dll,-36902","65536",
"SPPSVC-In-TCP","SPPSVC-In-TCP","Key Management Service (TCP-In)","@FirewallAPI.dll,-28002","False","Any","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for the Key Management Service to allow for machine counting and license compliance. [TCP 1688]","@FirewallAPI.dll,-28003","SPPSVC-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|SPPSVC-In-TCP","2",,"",,,"3","","","Key Management Service","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-28002","65536",
"Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out","Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out","Windows Device Management Sync Client (TCP out)","@FirewallAPI.dll,-37502","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Allow outbound TCP traffic from Windows Device Management Sync Client","@FirewallAPI.dll,-37503","Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out",,,"2",,"3","MSFT|FW|FirewallRule|Microsoft-Windows-DeviceManagement-OmaDmClient-TCP-Out","2",,"",,,"3","","","Windows Device Management","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-37502","65536",
"PerfLogsAlerts-PLASrv-In-TCP","PerfLogsAlerts-PLASrv-In-TCP","Performance Logs and Alerts (TCP-In)","@FirewallAPI.dll,-34752","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]","@FirewallAPI.dll,-34753","PerfLogsAlerts-PLASrv-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|PerfLogsAlerts-PLASrv-In-TCP","2",,"",,,"3","","","Performance Logs and Alerts","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-34752","65536",
"PerfLogsAlerts-DCOM-In-TCP","PerfLogsAlerts-DCOM-In-TCP","Performance Logs and Alerts (DCOM-In)","@FirewallAPI.dll,-34752","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]","@FirewallAPI.dll,-34755","PerfLogsAlerts-DCOM-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|PerfLogsAlerts-DCOM-In-TCP","2",,"",,,"3","","","Performance Logs and Alerts","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-34752","65536",
"PerfLogsAlerts-PLASrv-In-TCP-NoScope","PerfLogsAlerts-PLASrv-In-TCP-NoScope","Performance Logs and Alerts (TCP-In)","@FirewallAPI.dll,-34752","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Performance Logs and Alerts traffic. [TCP-In]","@FirewallAPI.dll,-34753","PerfLogsAlerts-PLASrv-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PerfLogsAlerts-PLASrv-In-TCP-NoScope","2",,"",,,"3","","","Performance Logs and Alerts","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-34752","65536",
"PerfLogsAlerts-DCOM-In-TCP-NoScope","PerfLogsAlerts-DCOM-In-TCP-NoScope","Performance Logs and Alerts (DCOM-In)","@FirewallAPI.dll,-34752","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for Performance Logs and Alerts to allow remote DCOM activation. [TCP-135]","@FirewallAPI.dll,-34755","PerfLogsAlerts-DCOM-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|PerfLogsAlerts-DCOM-In-TCP-NoScope","2",,"",,,"3","","","Performance Logs and Alerts","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-34752","65536",
"TPMVSCMGR-RPCSS-In-TCP-NoScope","TPMVSCMGR-RPCSS-In-TCP-NoScope","TPM Virtual Smart Card Management (DCOM-In)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]","@FirewallAPI.dll,-36502","TPMVSCMGR-RPCSS-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-RPCSS-In-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-In-TCP-NoScope","TPMVSCMGR-Server-In-TCP-NoScope","TPM Virtual Smart Card Management (TCP-In)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36504","TPMVSCMGR-Server-In-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-In-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-Out-TCP-NoScope","TPMVSCMGR-Server-Out-TCP-NoScope","TPM Virtual Smart Card Management (TCP-Out)","@FirewallAPI.dll,-36501","False","Domain","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36506","TPMVSCMGR-Server-Out-TCP-NoScope",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-Out-TCP-NoScope","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","1","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-RPCSS-In-TCP","TPMVSCMGR-RPCSS-In-TCP","TPM Virtual Smart Card Management (DCOM-In)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management to allow DCOM activation. [TCP 135]","@FirewallAPI.dll,-36502","TPMVSCMGR-RPCSS-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-RPCSS-In-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-In-TCP","TPMVSCMGR-Server-In-TCP","TPM Virtual Smart Card Management (TCP-In)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Inbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Inbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36504","TPMVSCMGR-Server-In-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-In-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"TPMVSCMGR-Server-Out-TCP","TPMVSCMGR-Server-Out-TCP","TPM Virtual Smart Card Management (TCP-Out)","@FirewallAPI.dll,-36501","False","Private, Public","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Outbound rule for remote TPM Virtual Smart Card Management traffic. [TCP]","@FirewallAPI.dll,-36506","TPMVSCMGR-Server-Out-TCP",,,"2",,"3","MSFT|FW|FirewallRule|TPMVSCMGR-Server-Out-TCP","2",,"",,,"3","","","TPM Virtual Smart Card Management","False","False",,"System.String[]","PersistentStore","6","@FirewallAPI.dll,-36501","65536",
"CoreNet-ICMP6-DU-In","CoreNet-ICMP6-DU-In","Core Networking - Destination Unreachable (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Destination Unreachable error messages are sent from any node that a packet traverses which is unable to forward the packet for any reason except congestion.","@FirewallAPI.dll,-25110","CoreNet-ICMP6-DU-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-DU-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-PTB-In","CoreNet-ICMP6-PTB-In","Core Networking - Packet Too Big (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.","@FirewallAPI.dll,-25001","CoreNet-ICMP6-PTB-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-PTB-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-PTB-Out","CoreNet-ICMP6-PTB-Out","Core Networking - Packet Too Big (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Packet Too Big error messages are sent from any node that a packet traverses which is unable to forward the packet because the packet is too large for the next link.","@FirewallAPI.dll,-25002","CoreNet-ICMP6-PTB-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-PTB-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-TE-In","CoreNet-ICMP6-TE-In","Core Networking - Time Exceeded (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.","@FirewallAPI.dll,-25113","CoreNet-ICMP6-TE-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-TE-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-TE-Out","CoreNet-ICMP6-TE-Out","Core Networking - Time Exceeded (ICMPv6-Out)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Outbound","Allow","Block","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Time Exceeded error messages are generated from any node that a packet traverses if the Hop Limit value is decremented to zero at any point on the path.","@FirewallAPI.dll,-25114","CoreNet-ICMP6-TE-Out",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-TE-Out","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
"CoreNet-ICMP6-PP-In","CoreNet-ICMP6-PP-In","Core Networking - Parameter Problem (ICMPv6-In)","@FirewallAPI.dll,-25000","True","Any","System.String[]","Inbound","Allow","Allow","False","OK","The rule was parsed successfully from the store. (65536)","NotApplicable","Local",,"Parameter Problem error messages are sent by nodes as a result of incorrectly generated packets.","@FirewallAPI.dll,-25116","CoreNet-ICMP6-PP-In",,,"2",,"3","MSFT|FW|FirewallRule|CoreNet-ICMP6-PP-In","2",,"",,,"3","","","Core Networking","False","False",,"System.String[]","PersistentStore","0","@FirewallAPI.dll,-25000","65536",
